Details,Accession,Release_Date,Species,Genus,Family,Length,Genotype,Genome_Region,Segment,Protein,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
"",QHZ00392,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,USA,Homo sapiens,oronasopharynx,2020-01-31,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00393,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,orf6 protein,USA,Homo sapiens,oronasopharynx,2020-01-31,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00394,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,orf7a protein,USA,Homo sapiens,oronasopharynx,2020-01-31,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00395,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,orf8 protein,USA,Homo sapiens,oronasopharynx,2020-01-31,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00396,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2020-01-31,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00397,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,orf10 protein,USA,Homo sapiens,oronasopharynx,2020-01-31,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
"",BCA25653,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,Japan,Homo sapiens,,2020-01,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",BCA25655,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,ORF3a protein,Japan,Homo sapiens,,2020-01,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
"",BCA25657,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,Japan,Homo sapiens,,2020-01,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",BCA25658,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,ORF6 protein,Japan,Homo sapiens,,2020-01,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
"",BCA25659,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF7a protein,Japan,Homo sapiens,,2020-01,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
"",BBW89516,2020-02-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7088,,,,orf1ab polyprotein,Japan,Homo sapiens,,2020-01,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",BBW89518,2020-02-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,ORF3a protein,Japan,Homo sapiens,,2020-01,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
"",BBW89522,2020-02-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF7a protein,Japan,Homo sapiens,,2020-01,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
"",BBW89524,2020-02-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,Japan,Homo sapiens,,2020-01,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",BCA25654,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,Japan,Homo sapiens,,2020-01,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",BCA25656,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,Japan,Homo sapiens,,2020-01,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",BCA25660,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF8 protein,Japan,Homo sapiens,,2020-01,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
"",BCA25661,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,Japan,Homo sapiens,,2020-01,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",BCA25662,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,ORF10 protein,Japan,Homo sapiens,,2020-01,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
"",BBW89517,2020-02-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,Japan,Homo sapiens,,2020-01,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",BBW89519,2020-02-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,Japan,Homo sapiens,,2020-01,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",BBW89520,2020-02-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,Japan,Homo sapiens,,2020-01,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",BBW89521,2020-02-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,ORF6 protein,Japan,Homo sapiens,,2020-01,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
"",BBW89523,2020-02-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF8 protein,Japan,Homo sapiens,,2020-01,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
"",BBW89525,2020-02-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,ORF10 protein,Japan,Homo sapiens,,2020-01,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00358,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,China,Homo sapiens,"lung, oronasopharynx",2020-01-20,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00361,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,structural protein,China,Homo sapiens,"lung, oronasopharynx",2020-01-20,,structural protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00362,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,ORF6 protein,China,Homo sapiens,"lung, oronasopharynx",2020-01-20,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00363,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF7a protein,China,Homo sapiens,"lung, oronasopharynx",2020-01-20,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00366,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,ORF10 proteiin,China,Homo sapiens,"lung, oronasopharynx",2020-01-20,,ORF10 proteiin [Severe acute respiratory syndrome coronavirus 2]
"",QHR84449,2020-01-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,Australia,Homo sapiens,,2020-01-25,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHR84451,2020-01-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,Australia,Homo sapiens,,2020-01-25,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QHR84452,2020-01-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,Australia,Homo sapiens,,2020-01-25,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHR84456,2020-01-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,Australia,Homo sapiens,,2020-01-25,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHR84457,2020-01-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,ORF10 protein,Australia,Homo sapiens,,2020-01-25,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHR84455,2020-01-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF8 protein,Australia,Homo sapiens,,2020-01-25,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79203,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,USA,Homo sapiens,oronasopharynx,2020-01-25,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79204,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,USA,Homo sapiens,oronasopharynx,2020-01-25,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79205,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,orf3a protein,USA,Homo sapiens,oronasopharynx,2020-01-25,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79206,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,USA,Homo sapiens,oronasopharynx,2020-01-25,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79207,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,USA,Homo sapiens,oronasopharynx,2020-01-25,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79208,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,orf6 protein,USA,Homo sapiens,oronasopharynx,2020-01-25,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79209,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,orf7a protein,USA,Homo sapiens,oronasopharynx,2020-01-25,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79210,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,orf8 protein,USA,Homo sapiens,oronasopharynx,2020-01-25,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79211,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2020-01-25,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU79212,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,orf10 protein,USA,Homo sapiens,oronasopharynx,2020-01-25,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ87592,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,USA,Homo sapiens,oronasopharynx,2020-01-27,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ87594,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,USA,Homo sapiens,oronasopharynx,2020-01-27,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ87595,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,USA,Homo sapiens,oronasopharynx,2020-01-27,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ87597,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,orf7a protein,USA,Homo sapiens,oronasopharynx,2020-01-27,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ87600,2020-02-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,orf10 protein,USA,Homo sapiens,oronasopharynx,2020-01-27,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHO62885,2020-01-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,orf10 protein,USA,Homo sapiens,"lung, oronasopharynx",2020-01-21,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHO62877,2020-01-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,USA,Homo sapiens,"lung, oronasopharynx",2020-01-21,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHO62878,2020-01-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,orf3a protein,USA,Homo sapiens,"lung, oronasopharynx",2020-01-21,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHO62881,2020-01-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,orf6 protein,USA,Homo sapiens,"lung, oronasopharynx",2020-01-21,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHO62882,2020-01-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,orf7a protein,USA,Homo sapiens,"lung, oronasopharynx",2020-01-21,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHO62883,2020-01-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,orf8 protein,USA,Homo sapiens,"lung, oronasopharynx",2020-01-21,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00378,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,South Korea,Homo sapiens,,2020-01,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00379,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,South Korea,Homo sapiens,,2020-01,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00382,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,South Korea,Homo sapiens,,2020-01,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00384,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF7a protein,South Korea,Homo sapiens,,2020-01,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHZ00386,2020-02-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,South Korea,Homo sapiens,,2020-01,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98593,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,96,,,,orf1ab polyprotein,Malaysia,Homo sapiens,oronasopharynx,2020-01-24,,"orf1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QHN73804,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,95,,,,ORF1ab polyprotein,China,Homo sapiens,oronasopharynx,2020-01,,"ORF1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QHN73822,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,35,,,,surface glycoprotein,China,Homo sapiens,oronasopharynx,2020-01,,"surface glycoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QHN73823,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,35,,,,surface glycoprotein,China,Homo sapiens,oronasopharynx,2020-01,,"surface glycoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QIA98594,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,96,,,,orf1ab polyprotein,Malaysia,Homo sapiens,oronasopharynx,2020-01-24,,"orf1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QHN73821,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,95,,,,ORF1ab polyprotein,China,Homo sapiens,"lung, oronasopharynx",2020-01,,"ORF1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",BCA37476,2020-02-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,119,,,,nucleocapsid phosphoprotein,Philippines,Homo sapiens,,2020-02-06,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",BCA37477,2020-02-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,119,,,,nucleocapsid phosphoprotein,Philippines,Homo sapiens,,2020-01-26,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",BCA37478,2020-02-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,119,,,,nucleocapsid phosphoprotein,Philippines,Homo sapiens,,2020-01-23,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",BBZ90167,2020-02-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,60,,,,orf1ab polyprotein,Philippines,Homo sapiens,,2020-01-26,,"orf1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QHR93621,2020-01-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,107,,,,membrane glycoprotein,Italy,Homo sapiens,oronasopharynx,2020-01,,"membrane glycoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QIA98595,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,Taiwan,Homo sapiens,,2020-01-31,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98596,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,Taiwan,Homo sapiens,,2020-01-31,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98597,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,ORF3a protein,Taiwan,Homo sapiens,,2020-01-31,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98598,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,Taiwan,Homo sapiens,,2020-01-31,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98599,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,Taiwan,Homo sapiens,,2020-01-31,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98600,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,ORF6 protein,Taiwan,Homo sapiens,,2020-01-31,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98601,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF8 protein,Taiwan,Homo sapiens,,2020-01-31,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98602,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,Taiwan,Homo sapiens,,2020-01-31,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98603,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,ORF10 protein,Taiwan,Homo sapiens,,2020-01-31,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98604,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF7a protein,Taiwan,Homo sapiens,,2020-01-31,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98605,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,Taiwan,Homo sapiens,,2020-02-05,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98606,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,Taiwan,Homo sapiens,,2020-02-05,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98607,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,ORF3a protein,Taiwan,Homo sapiens,,2020-02-05,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98608,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,Taiwan,Homo sapiens,,2020-02-05,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98609,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,Taiwan,Homo sapiens,,2020-02-05,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98610,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,ORF6 protein,Taiwan,Homo sapiens,,2020-02-05,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98611,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF7a protein,Taiwan,Homo sapiens,,2020-02-05,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98612,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF8 protein,Taiwan,Homo sapiens,,2020-02-05,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98613,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,Taiwan,Homo sapiens,,2020-02-05,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98614,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,ORF10 protein,Taiwan,Homo sapiens,,2020-02-05,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
"",QIA98592,2020-02-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,96,,,,orf1ab polyprotein,Malaysia,Homo sapiens,oronasopharynx,2020-01-24,,"orf1ab polyprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
"",QHU36863,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,China,Homo sapiens,lung,2020-01-01,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36864,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,surface glycoprotein,China,Homo sapiens,lung,2020-01-01,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36865,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,ORF3a protein,China,Homo sapiens,lung,2020-01-01,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36866,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,envelope protein,China,Homo sapiens,lung,2020-01-01,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36867,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,membrane glycoprotein,China,Homo sapiens,lung,2020-01-01,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36868,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,ORF6 protein,China,Homo sapiens,lung,2020-01-01,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36869,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF7a protein,China,Homo sapiens,lung,2020-01-01,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36870,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,ORF8 protein,China,Homo sapiens,lung,2020-01-01,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36871,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,nucleocapsid phosphoprotein,China,Homo sapiens,lung,2020-01-01,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36872,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,ORF10 protein,China,Homo sapiens,lung,2020-01-01,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
"",QHU36843,2020-02-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,orf1ab polyprotein,China,Homo sapiens,lung,2019-12-30,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
